ProductID,ProductCategory,Price
B01459QAAK,Health & Personal Care,45.99
B0BLGM5PDZ,Health & Personal Care,19.99
B07ZDSH25Y,Health & Personal Care,19.99
B0048GRKWI,Health & Personal Care,11.99
B00IE78YX6,Health & Personal Care,14.99
B074DRSBF7,Health & Personal Care,24.95
B07FRJ79G5,Health & Personal Care,10.99
B07JYQH14G,Health & Personal Care,14.57
B000GCRWNA,Health & Personal Care,6.99
B000VV1GOM,Health & Personal Care,39.0
B0046O6GI6,Health & Personal Care,7.49
B00KA8VVVO,Health & Personal Care,34.89
B002R6KP0A,Health & Personal Care,9.87
B08J8HL4FV,Health & Personal Care,9.99
B001QVI2RU,Health & Personal Care,20.98
B07HB7T935,Health & Personal Care,29.99
B071438NSS,Health & Personal Care,12.14
B0BR8CMJ1L,Health & Personal Care,19.0
B013HAU5CM,Health & Personal Care,17.99
B0BRKD4CP3,Health & Personal Care,119.99
B00ECM3QTO,Health & Personal Care,11.99
B07L4Z37WC,Health & Personal Care,23.88
B06X9CS4XJ,Health & Personal Care,10.01
B00ELUZWDU,Health & Personal Care,8.99
B06Y5MXS27,Health & Personal Care,9.98
B0051X2PEK,Health & Personal Care,23.99
B01MQWDTJO,Health & Personal Care,52.0
B0B5M16YP1,Health & Personal Care,29.95
B014BVLHF0,Health & Personal Care,16.99
B01AEALCLQ,Health & Personal Care,59.95
B003K1OOZ8,Health & Personal Care,23.95
B09V9TH5T1,Health & Personal Care,9.99
B0B18F5399,Health & Personal Care,11.59
B079S23BVJ,Health & Personal Care,19.98
B00P66VZ0C,Health & Personal Care,8.99
B0BQ59F5GG,Health & Personal Care,8.19
B008DWDSQU,Health & Personal Care,11.99
B001E977UW,Health & Personal Care,8.58
B005FUHIVY,Health & Personal Care,28.78
B079MBVGZ1,Health & Personal Care,4.99
B06XHT3192,Health & Personal Care,38.0
B0BTLP552N,Health & Personal Care,12.99
B001JZ6GJO,Health & Personal Care,19.8
B07HZ41WGJ,Health & Personal Care,39.95
B001T8CIQG,Health & Personal Care,7.95
B08LZXFWWK,Health & Personal Care,51.48
B003U9V7Q4,Health & Personal Care,39.95
B08W2CNQ3N,Health & Personal Care,12.55
B09KY2J592,Health & Personal Care,23.87
B09M69NKR9,Health & Personal Care,14.99
B00AQ6CFN8,Health & Personal Care,24.99
B07C7TVTP1,Health & Personal Care,19.95
B0BMVHY6LB,Health & Personal Care,70.0
B073DMV2G5,Health & Personal Care,18.49
B0024QRTIE,Health & Personal Care,29.0
B00WGCZSMK,Health & Personal Care,18.29
B07HK23SXK,Health & Personal Care,24.99
B000VEMWB0,Health & Personal Care,21.0
B07R43X98F,Health & Personal Care,36.95
B001V9DFQA,Health & Personal Care,6.15
B074PDGCYQ,Health & Personal Care,26.5
B081S1ZV8X,Health & Personal Care,16.0
B08CR9L8VG,Health & Personal Care,12.99
B019HIX3E0,Health & Personal Care,50.94
B0064CKGLQ,Health & Personal Care,19.97
B01M1OXLS3,Health & Personal Care,8.29
B01CN6LJTY,Health & Personal Care,29.99
B07H4ZXFND,Health & Personal Care,26.4
B08R5RLTB9,Health & Personal Care,2.99
B01CWJZFQ0,Health & Personal Care,11.99
B076B6GZVC,Health & Personal Care,20.86
B003I7HOF6,Health & Personal Care,27.0
B07B25231M,Health & Personal Care,14.99
B08XYHB9SG,Health & Personal Care,14.85
B08MVCGBTV,Health & Personal Care,59.98
B071RKL964,Health & Personal Care,33.99
B07YDD2NY6,Health & Personal Care,6.5
B0BM4X61KG,Health & Personal Care,79.99
B00M1WYYWK,Health & Personal Care,25.0
B0017TO05Y,Health & Personal Care,16.0
B01M66BJVL,Health & Personal Care,9.91
B07YG5MQX9,Health & Personal Care,6.97
B07XVTNQYK,Health & Personal Care,3.59
B01AVG06I8,Health & Personal Care,89.99
B01M1RK9T8,Health & Personal Care,34.95
B09GKXXHMT,Health & Personal Care,15.75
B084VCVLFM,Health & Personal Care,34.35
B0872KHDY6,Health & Personal Care,17.99
B08SQDMC53,Health & Personal Care,19.99
B01I8M2BWG,Health & Personal Care,9.95
B078F69WB2,Health & Personal Care,25.99
B0963Y93GG,Health & Personal Care,14.99
B071GDDBJV,Health & Personal Care,7.99
B019SEE2IO,Health & Personal Care,11.99
B09L6V51WS,Health & Personal Care,14.99
B0B64NTXVC,Health & Personal Care,9.99
B09KLFKV3R,Health & Personal Care,22.99
B0932LDY9K,Health & Personal Care,11.65
B0BR84SRTX,Health & Personal Care,22.68
B08528H19W,Health & Personal Care,12.69
B01E20DS5W,Health & Personal Care,19.9
B017M4A2JK,Health & Personal Care,9.88
B013SM5BGE,Health & Personal Care,30.2
B004Y6AFB0,Health & Personal Care,18.5
B073BGJ9Z1,Health & Personal Care,29.99
B01N230W63,Health & Personal Care,14.3
B0B626Q84B,Health & Personal Care,8.45
B00NPEY9BE,Health & Personal Care,19.95
B000UI7Y10,Health & Personal Care,199.95
B07G6QKXWJ,Health & Personal Care,12.99
B07NL488D8,Health & Personal Care,8.9
B0015TD9WQ,Health & Personal Care,30.99
B0BBSFXYP5,Health & Personal Care,27.99
B00BD7IXSK,Health & Personal Care,11.95
B078KN4SR8,Health & Personal Care,24.99
B00FB3DHTC,Health & Personal Care,29.95
B00SM7LKMK,Health & Personal Care,4.99
B00YKFQVFY,Health & Personal Care,19.99
B00L3JYW5Q,Health & Personal Care,17.99
B01IBTUL5K,Health & Personal Care,11.95
B07Y3D88K7,Health & Personal Care,24.99
B00QAU4GIG,Health & Personal Care,31.0
B004HGKOUE,Health & Personal Care,16.27
B01D8UCG1O,Health & Personal Care,14.99
B0BFX8JC1F,Health & Personal Care,6.99
B07KQ2NJ1X,Health & Personal Care,12.88
B08J5VXQW6,Health & Personal Care,14.97
B0BRNG1MGK,Health & Personal Care,79.99
B01GCZDQ1Q,Health & Personal Care,111.0
B07XYPF6ZC,Health & Personal Care,7.59
B005EM14MW,Health & Personal Care,14.99
B01KY05NF2,Health & Personal Care,6.99
B08LH1H437,Health & Personal Care,15.99
B07GPBT7DJ,Health & Personal Care,14.59
B008RD6Q8C,Health & Personal Care,11.99
B01LJRU7HI,Health & Personal Care,137.98
B078SP1469,Health & Personal Care,7.99
B0798379R6,Health & Personal Care,34.5
B07VP63WHX,Health & Personal Care,7.98
B07QPPYBZB,Health & Personal Care,11.99
B09F3QRKF7,Health & Personal Care,14.0
B0002PU85K,Health & Personal Care,12.99
B08VF18GPQ,Health & Personal Care,14.99
B007AZ71CI,Health & Personal Care,22.32
B07536QVQ8,Health & Personal Care,32.95
B00NISYHU0,Health & Personal Care,9.14
B06XNLLR6C,Health & Personal Care,7.79
B0BCGD7GZ8,Health & Personal Care,14.99
B002J22R1C,Health & Personal Care,6.27
B00XWEKGP0,Health & Personal Care,24.95
B07GBB6L7P,Health & Personal Care,1199.0
B00474KKDC,Health & Personal Care,13.02
B01M4P5L9A,Health & Personal Care,39.95
B009RQF4RM,Health & Personal Care,35.25
B005ZYVXRA,Health & Personal Care,24.98
B010690Q4O,Health & Personal Care,36.0
B00CYV2BOG,Health & Personal Care,11.99
B01MYZ7BZ0,Health & Personal Care,24.99
B00PXRY70O,Health & Personal Care,4.99
B01B09T9R4,Health & Personal Care,10.99
B00H4I54H0,Health & Personal Care,24.99
B08CV8BHWG,Health & Personal Care,7.99
B01N08N4FD,Health & Personal Care,11.98
B0BCKKMSRJ,Health & Personal Care,14.69
B00DQ4HXQ6,Health & Personal Care,12.99
B06X1DX4BH,Health & Personal Care,12.99
B00BB8LDXS,Health & Personal Care,12.0
B0017HWLVG,Health & Personal Care,94.95
B07ZS8PZJC,Health & Personal Care,5.95
B0C9H8MYG9,Health & Personal Care,14.99
B0084UBZW0,Health & Personal Care,9.49
B07V7HCYKR,Health & Personal Care,11.13
B002HIANDW,Health & Personal Care,2.19
B071VYYNZF,Health & Personal Care,27.95
B0C71W41C5,Health & Personal Care,9.99
B001OID26G,Health & Personal Care,35.08
B07HKLDHH8,Health & Personal Care,6.55
B000UX2JSI,Health & Personal Care,8.99
B01IADX7SA,Health & Personal Care,54.76
B004ZH5NLU,Health & Personal Care,17.79
B0C9FZ39BL,Health & Personal Care,59.0
B079DW35QQ,Health & Personal Care,188.0
B097B9ZFYZ,Health & Personal Care,19.89
B009PGTR3G,Health & Personal Care,1.99
B08P54BGTH,Health & Personal Care,15.99
B00SWMKED6,Health & Personal Care,9.99
B0722XPYPV,Health & Personal Care,10.28
B00RY30C8Q,Health & Personal Care,7.89
B06XBWNCBG,Health & Personal Care,18.48
B09X3F4QSJ,Health & Personal Care,20.99
B01D0ZN8O6,Health & Personal Care,6.07
B0C35MKB98,Health & Personal Care,74.99
B00QSP3ISW,Health & Personal Care,7.49
B000GCIB0I,Health & Personal Care,9.14
B08WCNB5J8,Health & Personal Care,26.95
B07NX2M9VD,Health & Personal Care,23.45
B083DJP4DW,Health & Personal Care,9.99
B08Y5S4R7W,Health & Personal Care,5.86
B0070K44IC,Health & Personal Care,15.99
B08958C19Y,Health & Personal Care,9.95
B00ECGD4OM,Health & Personal Care,17.49
B00NHQY6TK,Health & Personal Care,18.99
B07PMM4G5C,Health & Personal Care,10.2
B01MXVY2TY,Health & Personal Care,42.0
B01JOGA7C6,Health & Personal Care,5.59
B07W5RK8T5,Health & Personal Care,33.97
B0743KJBDF,Health & Personal Care,9.99
B07DNG2M3S,Health & Personal Care,7.99
B008EWQZ9Q,Health & Personal Care,18.25
B004VS341O,Health & Personal Care,169.95
B01GU5QIBS,Health & Personal Care,16.03
B0CD14W2QT,Health & Personal Care,38.99
B00D6NXVRC,Health & Personal Care,24.0
B01AVR4VVU,Health & Personal Care,41.5
B002EUZEVY,Health & Personal Care,22.95
B0BF5RYH9V,Health & Personal Care,11.99
B00RLUWHXU,Health & Personal Care,14.5
B08R6K3ZK2,Health & Personal Care,39.99
B08WJ9B6BK,Health & Personal Care,14.0
B01FYN0TJO,Health & Personal Care,67.9
B00014EF3S,Health & Personal Care,42.0
B0722M3B2H,Health & Personal Care,29.97
B01CDAG8UA,Health & Personal Care,24.99
B07K8KCMTH,Health & Personal Care,12.98
1930448732,Health & Personal Care,19.97
B09C6KKPKN,Health & Personal Care,49.95
B0CCWPQL6X,Health & Personal Care,35.97
B0752TF2JK,Health & Personal Care,31.14
B00EF3RT9I,Health & Personal Care,23.99
B07SVHV8G7,Health & Personal Care,29.99
B00U2TF2UC,Health & Personal Care,14.99
B011C0N4Q8,Health & Personal Care,8.5
B0793F414M,Health & Personal Care,16.67
B07KYW8K98,Health & Personal Care,25.99
B0BV1RWF2C,Health & Personal Care,23.74
B000HFMHGS,Health & Personal Care,7.93
B006U41QN0,Health & Personal Care,19.99
B07D6WF24M,Health & Personal Care,12.99
B079TKS6HJ,Health & Personal Care,39.99
B00GGJILJG,Health & Personal Care,11.92
B01HNCUT0I,Health & Personal Care,20.99
B00MEJPBRM,Health & Personal Care,36.96
B01IAICYIY,Health & Personal Care,7.99
B01H7PLGEY,Health & Personal Care,10.95
B07G3J3LLS,Health & Personal Care,9.97
B0742J5JBH,Health & Personal Care,18.98
B076FS3HN7,Health & Personal Care,45.99
B0B8G78VZZ,Health & Personal Care,14.99
B01H0SVP9O,Health & Personal Care,26.9
B096LZD6FJ,Health & Personal Care,16.98
B001BEZ7XO,Health & Personal Care,79.95
B07WVRB3P9,Health & Personal Care,24.99
B0CC1JMCJG,Health & Personal Care,10.99
B01D8AIEYM,Health & Personal Care,7.7
B003NXKR36,Health & Personal Care,9.99
B01GNXJWIS,Health & Personal Care,19.98
B00F5DFFYS,Health & Personal Care,9.99
B07778WQPY,Health & Personal Care,14.99
B08BSW498Y,Health & Personal Care,34.99
B07V25DLDG,Health & Personal Care,89.99
B08GST6CL3,Health & Personal Care,22.95
B07B78MZ8B,Health & Personal Care,19.99
B0B1NPJCX1,Health & Personal Care,39.95
B001TPVYKA,Health & Personal Care,35.99
B0BK4SR3W5,Health & Personal Care,39.97
B08Q9X97HH,Health & Personal Care,9.78
B006KTLV6M,Health & Personal Care,8.21
B07PMNMTTC,Health & Personal Care,29.95
B00DH2Q7WS,Health & Personal Care,79.45
B0010Z46TK,Health & Personal Care,33.85
B01CAVXNVO,Health & Personal Care,7.5
B085N7DS8N,Health & Personal Care,19.95
B01B1NUNV0,Health & Personal Care,79.99
B00JV5CCVU,Health & Personal Care,78.99
B09S5XZWZP,Health & Personal Care,30.48
B0997MYG1L,Health & Personal Care,11.61
B00A8DKZPY,Health & Personal Care,9.99
B07S5BFJY7,Health & Personal Care,751.98
B078HHGFQ2,Health & Personal Care,8.52
B010TZIF7U,Health & Personal Care,5.99
B07M77KPSN,Health & Personal Care,4.22
B013BZSGM4,Health & Personal Care,34.09
B086RYDHCD,Health & Personal Care,5.5
B07G2GM85X,Health & Personal Care,13.1
B0814SP4BS,Health & Personal Care,8.49
B07YYWP7W1,Health & Personal Care,7.8
B073VWC6RQ,Health & Personal Care,24.95
B0014ZAG6I,Health & Personal Care,19.78
B000Y4YTXG,Health & Personal Care,44.77
B08PDSF6CK,Health & Personal Care,36.0
B00LPGB3FE,Health & Personal Care,26.95
B01MYDSL0Y,Health & Personal Care,2476.58
B07GSJQL6C,Health & Personal Care,21.99
B01180SGLK,Health & Personal Care,14.95
B07X4YXJYH,Health & Personal Care,7.99
B000POJL9M,Health & Personal Care,29.95
B07FYMPDJW,Health & Personal Care,26.97
B006AAS880,Health & Personal Care,9.99
B00HZ4RJ12,Health & Personal Care,19.95
B000WN58ZM,Health & Personal Care,3.98
B00LNL0SPW,Health & Personal Care,14.99
B084HK7PRB,Health & Personal Care,44.39
B0844ZB9JR,Health & Personal Care,23.03
B0001ZZSFG,Health & Personal Care,9.8
B01KOQTBA4,Health & Personal Care,7.38
B008MKBADG,Health & Personal Care,12.6
B09LWHT26T,Health & Personal Care,11.99
B00CIXFZMU,Health & Personal Care,68.08
B079Q5MSPK,Health & Personal Care,9.99
B006KGVL5G,Health & Personal Care,15.8
B00D7IKSOU,Health & Personal Care,11.98
B00A7ZUSA0,Health & Personal Care,139.95
B07B8QC384,Health & Personal Care,43.45
B00IITJDJE,Health & Personal Care,12.9
B07XM87RYZ,Health & Personal Care,14.99
B08SKJKL98,Health & Personal Care,31.99
B01AH0L2JA,Health & Personal Care,7.0
B00ET53KMC,Health & Personal Care,16.97
B0759XWSMJ,Health & Personal Care,19.95
B08W5FL1BT,Health & Personal Care,24.99
B0009VKY2O,Health & Personal Care,23.06
B0046IKPHK,Health & Personal Care,36.91
B00016QZ0C,Health & Personal Care,20.19
B000G7YW7Y,Health & Personal Care,13.99
B01DJI7796,Health & Personal Care,18.95
B005DKJLDE,Health & Personal Care,299.0
B07QMZPCSD,Health & Personal Care,19.98
B07C8H27PT,Health & Personal Care,12.99
B00U36SD5U,Health & Personal Care,33.99
B0756FFRF7,Health & Personal Care,91.0
B07PNQ6Q4M,Health & Personal Care,14.0
B00TA7UZ6I,Health & Personal Care,13.75
B002R0UXDK,Health & Personal Care,11.52
B0BKRCBHK7,Health & Personal Care,43.77
B01GSH6BXS,Health & Personal Care,38.95
B001G7PK7E,Health & Personal Care,19.98
B07PGL11HH,Health & Personal Care,23.49
B079S1MQ4X,Health & Personal Care,9.98
B0107RUU5U,Health & Personal Care,12.99
B079B3D2N2,Health & Personal Care,34.56
B01D2H5I5O,Health & Personal Care,53.17
B074WQ3D3N,Health & Personal Care,39.99
B01CZ0HDLG,Health & Personal Care,8.99
B07FRY56ZN,Health & Personal Care,15.49
B00413DY14,Health & Personal Care,64.99
B086X7FSGS,Health & Personal Care,13.11
B09PHMB9VY,Health & Personal Care,19.99
B008NBESXS,Health & Personal Care,16.49
B00OY28D0O,Health & Personal Care,51.49
B01GSC7B1E,Health & Personal Care,38.29
B09534P458,Health & Personal Care,14.99
B07D9BJ6RR,Health & Personal Care,5.35
B073DS33KY,Health & Personal Care,17.99
B085Y7NP18,Health & Personal Care,12.99
B01D3LC6NQ,Health & Personal Care,12.5
B016WN756U,Health & Personal Care,6.99
B01MRJIPKU,Health & Personal Care,9.98
B091PW3L2N,Health & Personal Care,59.99
B009RQWVHI,Health & Personal Care,19.94
B0096Q9J8S,Health & Personal Care,55.0
B00TYO30UK,Health & Personal Care,14.95
B071W5J75X,Health & Personal Care,10.95
B01DWI5VHS,Health & Personal Care,14.99
B07C95F1YM,Health & Personal Care,6.27
B00GLNQHSO,Health & Personal Care,45.99
B07JDCP8XR,Health & Personal Care,10.0
B0756GCKLL,Health & Personal Care,290.0
B07FB93H5F,Health & Personal Care,9.1
B007I8Y4UY,Health & Personal Care,155.99
B00U66U4A4,Health & Personal Care,34.99
B082YR1GCK,Health & Personal Care,8.59
